警察本部番号,警察本部名称,都道府県,警察署番号,頭名,フリガナ,名称,電話番号,郵便番号,郡,市区町村,全国地方公共団体コード,全体表記,町又は大字以降,管轄区域,備考,LocName,Longitude,Latitude,isTrustful,iLvl
200.0,石川県警察本部,石川県,5.0,小松,コマツ,小松警察署,0761-22-0110,9230802.0,,小松市,172031.0,小松市上小松町乙163番地１,上小松町乙163-1,小松市,,石川県/小松市/上小松町/乙/１６３番地,136.46463,36.40867,5.0,7.0
200.0,石川県警察本部,石川県,6.0,能美,ノミ,能美警察署,0761-57-0110,9231124.0,,能美市,172111.0,能美市三道山町チ28番地,三道山町チ28,"能美市,石川県/能美市/三道山町/チ""",,,136.50612,36.44510,5.0,6.0
200.0,石川県警察本部,石川県,7.0,白山,ハクサン,白山警察署,076-216-0110,9240865.0,,白山市,172103.0,白山市倉光九丁目11番地１,倉光9-11-1,"白山市,石川県/白山市/倉光/九丁目/１１番地""",,,136.57295,36.51245,5.0,7.0
200.0,石川県警察本部,石川県,8.0,津幡,ツバタ,津幡警察署,076-289-0110,9290325.0,河北郡,津幡町,173614.0,河北郡津幡町字加賀爪ヌ40番地３,字加賀爪ヌ40-3,"かほく市,石川県/河北郡/津幡町/加賀爪/ヌ４０番地""",,,136.73842,36.66868,5.0,7.0
200.0,石川県警察本部,石川県,9.0,羽咋,ハクイ,羽咋警察署,0767-22-0110,9258567.0,,羽咋市,172073.0,羽咋市旭町ユ20番地４,旭町ユ20-4,"羽咋市,石川県/羽咋市/旭町/ユ/２０番地""",,,136.77974,36.89262,5.0,7.0
200.0,石川県警察本部,石川県,10.0,七尾,ナナオ,七尾警察署,0767-53-0110,9260816.0,,七尾市,172022.0,七尾市小島町九部４番地５,小島町九部4−5,"七尾市,石川県/七尾市/小島町/九""",,,136.94617,37.04771,5.0,6.0
200.0,石川県警察本部,石川県,11.0,輪島,ワジマ,輪島警察署,0768-22-0110,9280011.0,,輪島市,172049.0,輪島市杉平町鬼田１番地の４,杉平町鬼田1-4,"輪島市,石川県/輪島市/杉平町/鬼田/１番地""",,,136.90791,37.38690,5.0,7.0
200.0,石川県警察本部,石川県,12.0,珠洲,スズ,珠洲警察署,0768-82-0110,9271215.0,,珠洲市,172057.0,珠洲市上戸町北方ろ字15番地１,上戸町北方ろ字15-1,"珠洲市,石川県/珠洲市/上戸町北方/ろ/１５番地""",,,137.25688,37.43407,5.0,7.0
210.0,福井県警察本部,福井県,1.0,福井,フクイ,福井警察署,0776-52-0110,9100842.0,,福井市,182010.0,福井市開発五丁目103番地1,開発5-103-1,"福井市の内　福井南警察署及び坂井西警察署の管轄区域を除く区域,福井県/福井市/開発/五丁目/１０３番地""",,,136.23711,36.08530,5.0,7.0
210.0,福井県警察本部,福井県,2.0,福井南,フクイミナミ,福井南警察署,0776-34-0110,9188025.0,,福井市,182010.0,福井市江守中町第６号18番地２,江守中町6-18-2,福井市の内　足羽川、日野川（足羽川との合流点から九頭竜川との合流点までの区間）、九頭竜川（日野川との合流点から下流の区間）の左岸の区域（平成18年1月31日現在における足羽郡美山町の区域、深谷町、金屋町、下市町、大瀬町、角折町、西学園1〜3丁目、水越1・2丁目、飯塚町、渡町の一部、稲津町の区域及び白方町、石橋町、石新保町、川尻町、両橋屋町の一部に係る福井臨海工業地帯の区域を除く）,,福井県/福井市/江守中町,136.20021,36.03484,5.0,5.0
210.0,福井県警察本部,福井県,3.0,大野,オオノ,大野警察署,0779-65-0110,9120016.0,,大野市,182052.0,大野市友江第11号７番地,友江11-7,大野市,,福井県/大野市/友江,136.50429,35.99506,5.0,5.0
210.0,福井県警察本部,福井県,4.0,勝山,カツヤマ,勝山警察署,0779-88-0110,9110034.0,,勝山市,182061.0,勝山市滝波町四丁目402番地,滝波町4-402,勝山市,,福井県/勝山市/滝波町/四丁目/４０２番地,136.4882,36.07248,5.0,7.0
210.0,福井県警察本部,福井県,5.0,あわら,アワラ,あわら警察署,0776-73-0110,9104112.0,,あわら市,182087.0,あわら市井江葭第35号103番地,井江葭35-103,あわら市,,福井県/あわら市/井江葭,136.21033,36.23095,5.0,5.0
210.0,福井県警察本部,福井県,6.0,坂井,サカイ,坂井警察署,0776-66-0110,9100382.0,,坂井市,182109.0,坂井市丸岡町笹和田第２号９番地１,丸岡町笹和田2-9-1,坂井市の内　平成18年3月19日現在における坂井郡丸岡町、同郡春江町、同郡坂井町の区域,,福井県/坂井市/丸岡町笹和田,136.25555,36.14709,5.0,5.0
210.0,福井県警察本部,福井県,7.0,坂井西,サカイニシ,坂井西警察署,0776-82-0110,9130048.0,,坂井市,182109.0,坂井市三国町緑ヶ丘四丁目15番40号,三国町緑ヶ丘4-15-40,"坂井市の内　平成18年3月19日現在における坂井郡三国町の区域,福井県/坂井市/三国町緑ケ丘/四丁目/１５番""",,,136.15608,36.22236,5.0,7.0
210.0,福井県警察本部,福井県,8.0,鯖江,サバエ,鯖江警察署,0778-52-0110,9160038.0,,鯖江市,182079.0,鯖江市下河端町202番地,下河端町202,"鯖江市,福井県/鯖江市/下河端町/２０２番地""",,,136.19006,35.96413,5.0,7.0
210.0,福井県警察本部,福井県,9.0,越前,エチゼン,越前警察署,0778-24-0110,9150831.0,,越前市,182095.0,越前市日野美二丁目33番地,日野美2-33,"越前市,福井県/越前市/日野美/二丁目/３３番地""",,,136.15446,35.89811,5.0,7.0
210.0,福井県警察本部,福井県,10.0,敦賀,ツルガ,敦賀警察署,0770-25-0110,9140814.0,,敦賀市,182028.0,敦賀市木崎12号18番地１,木崎12-18-1,"敦賀市,福井県/敦賀市/木崎/１２番地""",,,136.04825,35.64007,5.0,7.0
210.0,福井県警察本部,福井県,11.0,小浜,オバマ,小浜警察署,0770-56-0110,9170241.0,,小浜市,182044.0,小浜市遠敷第9号11番地の１,遠敷9-11-1,"小浜市,福井県/小浜市/遠敷""",,,135.78064,35.48968,5.0,5.0
220.0,岐阜県警察本部,岐阜県,1.0,岐阜中,ギフナカ,岐阜中警察署,058-263-0110,5008812.0,,岐阜市,212016.0,岐阜市美江寺町二丁目10番地,美江寺町2-10,岐阜市の内　東海道線及び高山線以北で長良川以南の区域    ,,岐阜県/岐阜市/美江寺町/二丁目/１０番地,136.75795,35.42497,5.0,7.0
220.0,岐阜県警察本部,岐阜県,2.0,岐阜南,ギフミナミ,岐阜南警察署,058-276-0110,5008268.0,,岐阜市,212016.0,岐阜市茜部菱野一丁目88番地,茜部菱野1-88,岐阜市の内　東海道線及び高山線以南の区域（柳津町の区域を除く。） ,,岐阜県/岐阜市/茜部菱野/一丁目/８８番地,136.74922,35.38757,5.0,7.0
220.0,岐阜県警察本部,岐阜県,3.0,岐阜北,ギフキタ,岐阜北警察署,058-233-0110,5020803.0,,岐阜市,212016.0,岐阜市上土居二丁目２番22号,上土居2-2-22,岐阜市の内　長良川以北の区域  ,,岐阜県/岐阜市/上土居/二丁目/２番,136.76282,35.45459,5.0,7.0
220.0,岐阜県警察本部,岐阜県,4.0,各務原,カカミガハラ,各務原警察署,058-383-0110,5040813.0,,各務原市,212130.0,各務原市蘇原中央町二丁目１番地３,蘇原中央町2-1-3,各務原市,,岐阜県/各務原市/蘇原中央町/二丁目/１番地,136.87895,35.41023,5.0,7.0
220.0,岐阜県警察本部,岐阜県,5.0,岐阜羽島,ギフハシマ,岐阜羽島警察署,058-387-0110,5016105.0,,岐阜市,212016.0,岐阜市柳津町梅松三丁目108番地,柳津町梅松3-108,"岐阜市の内　柳津町の区域,岐阜県/岐阜市/柳津町梅松/三丁目/１０８番地""",,,136.74182,35.35997,5.0,7.0
220.0,岐阜県警察本部,岐阜県,6.0,海津,カイヅ,海津警察署,0584-53-0110,5030655.0,,海津市,212211.0,海津市海津町福岡341番地２,海津町福岡341-2,海津市,,岐阜県/海津市/海津町福岡/３４１番地,136.62488,35.22454,5.0,7.0
220.0,岐阜県警察本部,岐阜県,7.0,養老,ヨウロウ,養老警察署,0584-34-0110,5031251.0,養老郡,養老町,213411.0,養老郡養老町石畑1149番地１,石畑1149-1,"大垣市の内　上石津町の区域,岐阜県/養老郡/養老町/石畑/１１４９番地""",,,136.55154,35.30040,5.0,7.0
220.0,岐阜県警察本部,岐阜県,8.0,垂井,タルイ,垂井警察署,0584-22-0110,5032124.0,不破郡,垂井町,213616.0,不破郡垂井町宮代2875番地,宮代2875,不破郡　垂井町、関ケ原町,,岐阜県/不破郡/垂井町/宮代/２８７５番地,136.53253,35.36459,5.0,7.0
220.0,岐阜県警察本部,岐阜県,9.0,大垣,オオガキ,大垣警察署,0584-78-0110,5030838.0,,大垣市,212024.0,大垣市江崎町422番地10,江崎町422-10,"大垣市の内　上石津町の区域を除く区域,岐阜県/大垣市/江崎町/４２２番地""",,,136.63365,35.35611,5.0,7.0
220.0,岐阜県警察本部,岐阜県,10.0,揖斐,イビ,揖斐警察署,0585-23-0110,5010603.0,揖斐郡,揖斐川町,214019.0,揖斐郡揖斐川町上南方４番地５,上南方4-5,揖斐郡　揖斐川町、大野町、池田町,,岐阜県/揖斐郡/揖斐川町/上南方/４番地,136.56793,35.48936,5.0,7.0
220.0,岐阜県警察本部,岐阜県,11.0,北方,キタガタ,北方警察署,058-324-0110,5010431.0,本巣郡,北方町,214213.0,本巣郡北方町北方3219番地の27,北方3219-27,"瑞穂市,岐阜県/本巣郡/北方町/北方/３２１９番地""",,,136.67807,35.43928,5.0,7.0
220.0,岐阜県警察本部,岐阜県,12.0,山県,ヤマガタ,山県警察署,0581-22-0110,5012105.0,,山県市,212156.0,山県市高富2383番地１,高富2383-1,山県市,,岐阜県/山県市/高富/２３８３番地,136.78867,35.50336,5.0,7.0
220.0,岐阜県警察本部,岐阜県,13.0,郡上,グジョウ,郡上警察署,0575-67-0110,5014211.0,,郡上市,212199.0,郡上市八幡町中坪三丁目３番地１,八幡町中坪3-3-1,郡上市,,岐阜県/郡上市/八幡町中坪/三丁目/３番,136.95142,35.76013,5.0,7.0
220.0,岐阜県警察本部,岐阜県,14.0,関,セキ,関警察署,0575-24-0110,5013217.0,,関市,212059.0,関市下有知106番地８,下有知106-8,"関市,岐阜県/関市/下有知/１０６番地""",,,136.90193,35.49649,5.0,7.0
220.0,岐阜県警察本部,岐阜県,15.0,加茂,カモ,加茂警察署,0574-25-0110,5050034.0,,美濃加茂市,212113.0,美濃加茂市古井町下古井2610番地,古井町下古井2610,"美濃加茂市,岐阜県/美濃加茂市/古井町下古井/２６１０番地""",,,137.02446,35.43915,5.0,7.0
220.0,岐阜県警察本部,岐阜県,16.0,可児,カニ,可児警察署,0574-61-0110,5090202.0,,可児市,212148.0,可児市中恵土2313番地２,中恵土2313-2,"可児市,岐阜県/可児市/中恵土/２３１３番地""",,,137.06198,35.42928,5.0,7.0
220.0,岐阜県警察本部,岐阜県,17.0,多治見,タジミ,多治見警察署,0572-22-0110,5070054.0,,多治見市,212041.0,多治見市宝町六丁目65番地,宝町6-65,"多治見市,岐阜県/多治見市/宝町/六丁目/６５番地""",,,137.11301,35.34063,5.0,7.0
220.0,岐阜県警察本部,岐阜県,18.0,中津川,ナカツガワ,中津川警察署,0573-66-0110,5080045.0,,中津川市,212067.0,中津川市かやの木町１番30号,かやの木町1-30,中津川市,,岐阜県/中津川市/かやの木町/１番,137.50058,35.48939,5.0,7.0
220.0,岐阜県警察本部,岐阜県,19.0,恵那,エナ,恵那警察署,0573-26-0110,5097203.0,,恵那市,212105.0,恵那市長島町正家514番地２,長島町正家514-2,恵那市,,岐阜県/恵那市/長島町正家,137.41563,35.43295,5.0,5.0
220.0,岐阜県警察本部,岐阜県,20.0,下呂,ゲロ,下呂警察署,0576-52-0110,5092517.0,,下呂市,212202.0,下呂市萩原町萩原1572番地１,萩原町萩原1572-1,下呂市,,岐阜県/下呂市/萩原町萩原,137.20941,35.87613,5.0,5.0
220.0,岐阜県警察本部,岐阜県,21.0,高山,タカヤマ,高山警察署,0577-32-0110,5060851.0,,高山市,212032.0,高山市大新町五丁目68番地１,大新町5-68-1,"高山市,岐阜県/高山市/大新町/五丁目/６８番地""",,,137.25716,36.15444,5.0,7.0
220.0,岐阜県警察本部,岐阜県,22.0,飛,ヒダ,飛警察署,0577-73-0110,5094252.0,,飛騨市,212172.0,飛市古川町朝開町1401番地,古川町朝開町1401,飛市,,秋田県/にかほ市/飛,139.91829,39.26849,3.0,5.0
230.0,愛知県警察本部,愛知県,1.0,千種,チクサ,千種警察署,052-753-0110,4640841.0,,名古屋市千種区,231011.0,名古屋市千種区覚王山通八丁目６番地,覚王山通8-6,千種区,,愛知県/名古屋市/千種区/覚王山通/八丁目/６番地,136.94701,35.16722,5.0,7.0
230.0,愛知県警察本部,愛知県,2.0,東,ヒガシ,東警察署,052-936-0110,4610003.0,,名古屋市東区,231029.0,名古屋市東区筒井一丁目９番23号,筒井1-9-23,東区,,愛知県/名古屋市/東区/筒井/一丁目/９番,136.92555,35.17788,5.0,7.0
230.0,愛知県警察本部,愛知県,3.0,北,キタ,北警察署,052-981-0110,4620843.0,,名古屋市北区,231037.0,名古屋市北区田幡二丁目15番18号,田幡2-15-18,北区の内　愛知県名古屋飛行場の区域を除く区域 ,,愛知県/名古屋市/北区/田幡/二丁目/１５番,136.91177,35.1962,5.0,7.0
230.0,愛知県警察本部,愛知県,4.0,西,ニシ,西警察署,052-531-0110,4510065.0,,名古屋市西区,231045.0,名古屋市西区天神山町３番25号,天神山町3-25,西区,,愛知県/名古屋市/西区/天神山町/３番,136.88567,35.18889,5.0,7.0
230.0,愛知県警察本部,愛知県,5.0,中村,ナカムラ,中村警察署,052-452-0110,4530015.0,,名古屋市中村区,231053.0,名古屋市中村区椿町17番９号,椿町17-9,中村区,,愛知県/名古屋市/中村区/椿町/１７番,136.88173,35.16768,5.0,7.0
230.0,愛知県警察本部,愛知県,6.0,中,ナカ,中警察署,052-241-0110,4600012.0,,名古屋市中区,231061.0,名古屋市中区千代田二丁目23番18号,千代田2-23-18,中区,,愛知県/名古屋市/中区/千代田/二丁目/２３番,136.91136,35.15691,5.0,7.0
230.0,愛知県警察本部,愛知県,7.0,昭和,ショウワ,昭和警察署,052-852-0110,4660854.0,,名古屋市昭和区,231070.0,名古屋市昭和区広路通五丁目11番地,広路通5-11,昭和区,,愛知県/名古屋市/昭和区/広路通/五丁目/１１番地,136.94452,35.14906,5.0,7.0
230.0,愛知県警察本部,愛知県,8.0,瑞穂,ミズホ,瑞穂警察署,052-842-0110,4670806.0,,名古屋市瑞穂区,231088.0,名古屋市瑞穂区瑞穂通二丁目22番地,瑞穂通2-22,瑞穂区,,愛知県/名古屋市/瑞穂区/瑞穂通/二丁目/２２番地,136.93413,35.13242,5.0,7.0
230.0,愛知県警察本部,愛知県,9.0,熱田,アツタ,熱田警察署,052-671-0110,4560022.0,,名古屋市熱田区,231096.0,名古屋市熱田区横田一丁目１番20号,横田1-1-20,熱田区,,愛知県/名古屋市/熱田区/横田/一丁目/１番,136.90669,35.13345,5.0,7.0
230.0,愛知県警察本部,愛知県,10.0,中川,ナカガワ,中川警察署,052-354-0110,4548522.0,,名古屋市中川区,231100.0,名古屋市中川区篠原橋通一丁目４番地,篠原橋通1-4,中川区の内　港警察署の管轄区域を除く区域,,愛知県/名古屋市/中川区/篠原橋通/一丁目/４番地,136.87233,35.14092,5.0,7.0
230.0,愛知県警察本部,愛知県,11.0,南,ミナミ,南警察署,052-822-0110,4570072.0,,名古屋市南区,231126.0,名古屋市南区寺部通二丁目20番地,寺部通2-20,南区の内　港警察署の管轄区域を除く区域,,愛知県/名古屋市/南区/寺部通/二丁目/２０番地,136.92888,35.09551,5.0,7.0
230.0,愛知県警察本部,愛知県,12.0,港,ミナト,港警察署,052-661-0110,4550032.0,,名古屋市港区,231118.0,名古屋市港区入船二丁目４番16号,入船2-4-16,"港区,愛知県/名古屋市/港区/入船/二丁目/４番""",,,136.87978,35.09287,5.0,7.0
230.0,愛知県警察本部,愛知県,13.0,緑,ミドリ,緑警察署,052-621-0110,4580833.0,,名古屋市緑区,231142.0,名古屋市緑区青山三丁目20番地,青山3-20,緑区の内　港警察署の管轄区域を除く区域,,愛知県/名古屋市/緑区/青山/三丁目/２０番地,136.95328,35.0699,5.0,7.0
230.0,愛知県警察本部,愛知県,14.0,名東,メイトウ,名東警察署,052-778-0110,4658558.0,,名古屋市名東区,231151.0,名古屋市名東区猪高台二丁目1009番地,猪高台2-1009,名東区,,愛知県/名古屋市/名東区/猪高台/二丁目/１００９番地,137.00372,35.17969,5.0,7.0
230.0,愛知県警察本部,愛知県,15.0,天白,テンパク,天白警察署,052-802-0110,4680053.0,,名古屋市天白区,231169.0,名古屋市天白区植田南一丁目401番地,植田南1-401,天白区,,愛知県/名古屋市/天白区/植田南/一丁目/４０１番地,136.97939,35.12726,5.0,7.0
230.0,愛知県警察本部,愛知県,16.0,守山,モリヤマ,守山警察署,052-798-0110,4630024.0,,名古屋市守山区,231134.0,名古屋市守山区脇田町401番地,脇田町401,"守山区,愛知県/名古屋市/守山区/脇田町/４０１番地""",,,137.00378,35.20316,5.0,7.0
230.0,愛知県警察本部,愛知県,17.0,愛知,アイチ,愛知警察署,0561-39-0110,4700155.0,愛知郡,東郷町,233021.0,愛知郡東郷町白鳥二丁目１番地８,白鳥2-1-8,"豊明市,愛知県/愛知郡/東郷町/白鳥/二丁目/１番""",,,137.05196,35.11034,5.0,7.0
230.0,愛知県警察本部,愛知県,18.0,瀬戸,セト,瀬戸警察署,0561-82-0110,4890889.0,,瀬戸市,232041.0,瀬戸市原山町１番地の２,原山町1-2,瀬戸市,,愛知県/瀬戸市/原山町/１番地,137.09267,35.21721,5.0,7.0
230.0,愛知県警察本部,愛知県,19.0,春日井,カスガイ,春日井警察署,0568-56-0110,4860849.0,,春日井市,232068.0,春日井市八田町二丁目43番地１,八田町2-43-1,春日井市の内　航空自衛隊小牧基地・愛知県名古屋飛行場の区域を除く区域,,愛知県/春日井市/八田町/二丁目/４３番,136.96944,35.2544,5.0,7.0
230.0,愛知県警察本部,愛知県,20.0,小牧,コマキ,小牧警察署,0568-72-0110,4850041.0,,小牧市,232190.0,小牧市小牧一丁目９番地,小牧1-9,"小牧市の内　愛知県名古屋飛行場の区域を除く区域,愛知県/小牧市/小牧/一丁目/９番地""",,,136.91547,35.29419,5.0,7.0
230.0,愛知県警察本部,愛知県,21.0,西枇杷島,ニシビワジマ,西枇杷島警察署,052-501-0110,4520006.0,,清須市,232335.0,清須市西枇杷島町弁天32番地２,西枇杷島町弁天32-2,"清須市,愛知県/清須市/西枇杷島町弁天/３２番地""",,,136.86299,35.20122,5.0,7.0
230.0,愛知県警察本部,愛知県,22.0,江南,コウナン,江南警察署,0587-56-0110,4838233.0,,江南市,232173.0,江南市木賀町大門23番地,木賀町大門23,"江南市,愛知県/江南市/木賀町大門/２３番地""",,,136.87135,35.32489,5.0,7.0
230.0,愛知県警察本部,愛知県,23.0,犬山,イヌヤマ,犬山警察署,0568-61-0110,4840086.0,,犬山市,232157.0,犬山市松本町二丁目１番地,松本町2-1,"犬山市,愛知県/犬山市/松本町/二丁目/１番地""",,,136.94879,35.38082,5.0,7.0
230.0,愛知県警察本部,愛知県,24.0,一宮,イチノミヤ,一宮警察署,0586-24-0110,4910859.0,,一宮市,232033.0,一宮市本町一丁目６番20号,本町1-6-20,一宮市,,愛知県/一宮市/本町/一丁目/６番,136.80293,35.30493,5.0,7.0
230.0,愛知県警察本部,愛知県,25.0,稲沢,イナザワ,稲沢警察署,0587-32-0110,4928268.0,,稲沢市,232203.0,稲沢市朝府町15番５号,朝府町15-5,稲沢市,,愛知県/稲沢市/朝府町/１５番,136.7785,35.25007,5.0,7.0
230.0,愛知県警察本部,愛知県,26.0,津島,ツシマ,津島警察署,0567-24-0110,4960047.0,,津島市,232084.0,津島市西柳原町二丁目８番地,西柳原町2-8,"津島市,愛知県/津島市/西柳原町/二丁目/８番地""",,,136.73306,35.17942,5.0,7.0
230.0,愛知県警察本部,愛知県,27.0,蟹江,カニエ,蟹江警察署,0567-95-0110,4970058.0,海部郡,蟹江町,234257.0,海部郡蟹江町富吉三丁目225番地,富吉3-225,"弥富市,愛知県/海部郡/蟹江町/富吉/三丁目/２２５番地""",,,136.77245,35.12340,5.0,7.0
230.0,愛知県警察本部,愛知県,28.0,半田,ハンダ,半田警察署,0569-21-0110,4750903.0,,半田市,232050.0,半田市出口町一丁目31番地,出口町1-31,"半田市,愛知県/半田市/出口町/一丁目/３１番地""",,,136.92383,34.90288,5.0,7.0
230.0,愛知県警察本部,愛知県,29.0,東海,トウカイ,東海警察署,0562-33-0110,4770036.0,,東海市,232220.0,東海市横須賀町天宝新田52番地の１,横須賀町天宝新田52-1,"東海市の内　港警察署の管轄区域を除く区域,愛知県/東海市/横須賀町/天宝新田/５２番地""",,,136.88249,35.01548,5.0,7.0
230.0,愛知県警察本部,愛知県,30.0,知多,チタ,知多警察署,0562-36-0110,4780047.0,,知多市,232246.0,知多市緑町31番地の１,緑町31-1,知多市,,愛知県/知多市/緑町/３１番地,136.86226,34.99345,5.0,7.0
230.0,愛知県警察本部,愛知県,31.0,常滑,トコナメ,常滑警察署,0569-35-0110,4790837.0,,常滑市,232165.0,常滑市新開町五丁目57番地,新開町5-57,常滑市の内　中部空港警察署の管轄区域を除く区域,,愛知県/常滑市/新開町/五丁目/５７番地,136.83713,34.88618,5.0,7.0
230.0,愛知県警察本部,愛知県,32.0,中部空港,チュウブクウコウ,中部空港警察署,0569-38-0110,4790881.0,,常滑市,232165.0,常滑市セントレア三丁目８番地の３,セントレア3-8-3,常滑市の内　セントレア、セントレアとりんくう町との間の連絡橋（セントレア・りんくう町の区域に存する部分を除く区域）,,愛知県/常滑市/セントレア/三丁目/８番地,136.81363,34.86628,5.0,7.0
230.0,愛知県警察本部,愛知県,33.0,刈谷,カリヤ,刈谷警察署,0566-22-0110,4480856.0,,刈谷市,232106.0,刈谷市寿町一丁目302番地,寿町1-302,刈谷市,,愛知県/刈谷市/寿町/一丁目/３０２番地,136.9995,34.98769,5.0,7.0
230.0,愛知県警察本部,愛知県,34.0,碧南,ヘキナン,碧南警察署,0566-46-0110,4470878.0,,碧南市,232092.0,碧南市松本町26番地１,松本町26-1,"碧南市,愛知県/碧南市/松本町/２６番地""",,,136.99213,34.88484,5.0,7.0
230.0,愛知県警察本部,愛知県,35.0,安城,アンジョウ,安城警察署,0566-76-0110,4460045.0,,安城市,232122.0,安城市横山町下毛賀知117番地,横山町下毛賀知117,"安城市,愛知県/安城市/横山町/下毛賀知/１１７番地""",,,137.07356,34.95854,5.0,7.0
230.0,愛知県警察本部,愛知県,36.0,西尾,ニシオ,西尾警察署,0563-57-0110,4450073.0,,西尾市,232131.0,西尾市寄住町下田14番地,寄住町下田14,西尾市,,愛知県/西尾市/寄住町/下田/１４番地,137.06091,34.86279,5.0,7.0
230.0,愛知県警察本部,愛知県,37.0,岡崎,オカザキ,岡崎警察署,0564-58-0110,4440864.0,,岡崎市,232025.0,岡崎市明大寺町字銭堤４番地１,明大寺町字銭堤4-1,"岡崎市,愛知県/岡崎市/明大寺町/銭堤/４番地""",,,137.16309,34.94152,5.0,7.0
230.0,愛知県警察本部,愛知県,38.0,豊田,トヨタ,豊田警察署,0565-35-0110,4710877.0,,豊田市,232114.0,豊田市錦町一丁目59番地１,錦町1-59-1,"豊田市の内　足助警察署の管轄区域を除く区域,愛知県/豊田市/錦町/一丁目/５９番地""",,,137.15956,35.07501,5.0,7.0
230.0,愛知県警察本部,愛知県,39.0,足助,アスケ,足助警察署,0565-62-0110,4442351.0,,豊田市,232114.0,豊田市岩神町仲田６番地４,岩神町仲田6-4,豊田市の内　西加茂郡藤岡町・小原村、東加茂郡足助町・下山村・旭町・稲武町を廃し、その区域を豊田市に編入する処分が効力を生ずる日の前日における旧東加茂郡の区域       ,,愛知県/豊田市/岩神町,137.30782,35.12539,5.0,5.0
230.0,愛知県警察本部,愛知県,40.0,設楽,シタラ,設楽警察署,0536-62-0110,4412301.0,北設楽郡,設楽町,235610.0,北設楽郡設楽町田口字小貝津６番地２,田口字小貝津6-2,北設楽郡　設楽町、東栄町、豊根村,,愛知県/北設楽郡/設楽町/田口,137.57228,35.0991,5.0,5.0
230.0,愛知県警察本部,愛知県,41.0,新城,シンシロ,新城警察署,0536-22-0110,4411354.0,,新城市,232211.0,新城市片山349番地２,片山349-2,新城市,,愛知県/新城市/片山/３４９番地,137.49545,34.90757,5.0,7.0
230.0,愛知県警察本部,愛知県,42.0,豊川,トヨカワ,豊川警察署,0533-89-0110,4420068.0,,豊川市,232076.0,豊川市諏訪三丁目245番地,諏訪3-245,豊川市,,愛知県/豊川市/諏訪/三丁目/２４５番地,137.36919,34.82855,5.0,7.0
230.0,愛知県警察本部,愛知県,43.0,蒲郡,ガマゴオリ,蒲郡警察署,0533-68-0110,4430048.0,,蒲郡市,232149.0,蒲郡市緑町３番12号,緑町3-12,蒲郡市,,愛知県/蒲郡市/緑町/３番,137.21573,34.82717,5.0,7.0
230.0,愛知県警察本部,愛知県,44.0,豊橋,トヨハシ,豊橋警察署,0532-54-0110,4408503.0,,豊橋市,232017.0,豊橋市八町通三丁目８番地,八町通3-8,豊橋市,,愛知県/豊橋市/八町通/三丁目/８番地,137.39336,34.76754,5.0,7.0
230.0,愛知県警察本部,愛知県,45.0,田原,タハラ,田原警察署,0531-23-0110,4413427.0,,田原市,232319.0,田原市加治町東天神８番地２,加治町東天神8-2,田原市,,愛知県/田原市/加治町/東天神/８番地,137.258,34.66301,5.0,7.0
240.0,三重県警察本部,三重県,1.0,桑名,クワナ,桑名警察署,0594-24-0110,5110836.0,,桑名市,242055.0,桑名市大字江場626番地２,大字江場626-2,"桑名市,三重県/桑名市/江場/６２６番地""",,,136.68791,35.04641,5.0,7.0
240.0,三重県警察本部,三重県,2.0,いなべ,イナベ,いなべ警察署,0594-84-0110,5110206.0,,いなべ市,242144.0,いなべ市員弁町宇野320番地１,員弁町宇野320-1,"いなべ市,三重県/いなべ市/員弁町宇野/３２０番地""",,,136.55115,35.12050,5.0,7.0
240.0,三重県警察本部,三重県,3.0,四日市北,ヨッカイチキタ,四日市北警察署,059-366-0110,5100012.0,,四日市市,242021.0,四日市市大字羽津4452番地,大字羽津4452,"四日市市の内　富田浜町、富田浜元町、浜園町、東茂福町、茂福町、南富田町、大字茂福、東富田町、富田１〜４丁目、富田一色町、富州原町、松原町、平町、住吉町、天カ須賀１〜５丁目、天カ須賀新町、富双１・２丁目、大矢知町、大矢知新町、下さざらい町、下之宮町、川北１〜３丁目、川北町、松寺１〜３丁目、蒔田１〜４丁目、西富田町、富田栄町、西富田２・３丁目、十志町、垂坂町、東垂坂町、南垂坂町、垂坂新町、平津町、平津新町、萱生町、中村町、千代田町、伊坂町、伊坂台１〜３丁目、山村町、黄金町、広永町、山分町、あかつき台１〜６丁目、朝明町、山城町、札場町、北山町、西大鐘町、大鐘町、あさけが丘１〜３丁目、八千代台１〜３丁目、西坂部町、南坂部町、東坂部町、三重１〜９丁目、生桑町、坂部が丘１〜５丁目、山之一色町、坂部台１・２丁目、 小杉町、小杉新町、東ケ谷、大谷台１・２丁目、みゆきケ丘１・２丁目、阿倉川新町、大字西阿倉川、大字東阿倉川、阿倉川町、万古町、三ツ谷町、三ツ谷東町、八田１〜３丁目、白須賀１〜３丁目、富士町、霞１・２丁目、金場町、羽津町、城山町、羽津山町、大宮町、大宮西町、山手町、別名１〜６丁目、羽津中１〜３丁目、南いかるが町、緑丘町、大字羽津,三重県/四日市市/羽津/４４５２番地""",,,136.62904,35.00955,5.0,7.0
