都道府県名,警察署名称,交番・駐在所頭名,交番・駐在所頭名（フリガナ）,交番・駐在所の別,名称,【名称】○○警察署＋■■交番、△△駐在所,電話番号,郵便番号,郡,市区町村,全国地方公共団体コード,全体表記,町又は大字以降,LocName,Longitude,Latitude,isTrustful,iLvl
愛知県,守山警察署,森孝,モリタカ,交番,森孝交番,守山警察署森孝交番,無し,4630033,,名古屋市守山区,231134,名古屋市守山区森孝東1-452,森孝東1-452,愛知県/名古屋市/守山区/森孝東/一丁目/４５２番地,137.02045,35.19228,5,7
愛知県,守山警察署,尾張旭幹部,オワリアサヒカンブ,交番,尾張旭幹部交番,守山警察署尾張旭幹部交番,無し,4880801,,尾張旭市,232262,尾張旭市東大道町原田2570-17,東大道町原田2570-17,愛知県/尾張旭市/東大道町原田/２５７０番地,137.03705,35.21600,5,7
愛知県,守山警察署,東栄,トウエイ,交番,東栄交番,守山警察署東栄交番,無し,4880011,,尾張旭市,232262,尾張旭市東栄町2-1-8,東栄町2-1-8,愛知県/尾張旭市/東栄町/二丁目/１番,137.05188,35.21716,5,7
愛知県,守山警察署,本地ケ原,ホンヂガハラ,交番,本地ケ原交番,守山警察署本地ケ原交番,無し,4880043,,尾張旭市,232262,尾張旭市北本地ケ原町3-129,北本地ケ原町3-129,愛知県/尾張旭市/北本地ケ原町/三丁目/１２９番地,137.03986,35.20010,5,7
愛知県,守山警察署,印場,インバ,交番,印場交番,守山警察署印場交番,無し,4880840,,尾張旭市,232262,尾張旭市印場元町2-10-1,印場元町2-10-1,愛知県/尾張旭市/印場元町/二丁目/１０番,137.01108,35.21013,5,7
愛知県,愛知警察署,長久手,ナガクテ,交番,長久手交番,愛知警察署長久手交番,無し,4801171,,長久手市,232386,長久手市西浦501,西浦501,愛知県/長久手市/西浦/５０１番地,137.03827,35.17689,5,7
愛知県,愛知警察署,岩作,ヤザコ,交番,岩作交番,愛知警察署岩作交番,無し,4801103,,長久手市,232386,長久手市岩作城ノ内100,岩作城ノ内100,愛知県/長久手市/岩作城の内/１００番地,137.04829,35.18403,5,7
愛知県,愛知警察署,岩崎,イワサキ,交番,岩崎交番,愛知警察署岩崎交番,無し,4700131,,日進市,232301,日進市岩崎町大塚45-3,岩崎町大塚45-3,愛知県/日進市/岩崎町/大塚/４５番地,137.04297,35.14367,5,7
愛知県,愛知警察署,浅田,アサダ,交番,浅田交番,愛知警察署浅田交番,無し,4700124,,日進市,232301,日進市浅田町東前田44-3,浅田町東前田44-3,愛知県/日進市/浅田町/東前田/４４番地,137.02379,35.12520,5,7
愛知県,愛知警察署,米野木,コメノキ,交番,米野木交番,愛知警察署米野木交番,無し,4700111,,日進市,232301,日進市米野木町仲田56-1,米野木町仲田56-1,愛知県/日進市/米野木町/仲田,137.06119,35.13319,5,6
愛知県,愛知警察署,御岳,ミタケ,交番,御岳交番,愛知警察署御岳交番,無し,4700156,愛知郡,東郷町,233021,東郷町御岳1-14-1,御岳1-14-1,愛知県/愛知郡/東郷町/御岳/一丁目/１４番,137.06158,35.11025,5,7
愛知県,愛知警察署,春木,ハルキ,交番,春木交番,愛知警察署春木交番,無し,4700161,愛知郡,東郷町,233021,東郷町春木台2-13-12,春木台2-13-12,愛知県/愛知郡/東郷町/春木台/二丁目/１３番,137.04559,35.08865,5,7
愛知県,愛知警察署,沓掛,クツカケ,交番,沓掛交番,愛知警察署沓掛交番,無し,4701101,,豊明市,232297,豊明市沓掛町石畑208-1,沓掛町石畑208-1,愛知県/豊明市/沓掛町/石畑/２０８番地,137.03271,35.07088,5,7
愛知県,愛知警察署,豊明幹部,トヨアケカンブ,交番,豊明幹部交番,愛知警察署豊明幹部交番,無し,4701112,,豊明市,232297,豊明市新田町西筋111-1,新田町西筋111-1,愛知県/豊明市/新田町/西筋/１１１番地,137.01428,35.05075,5,7
愛知県,愛知警察署,前後,ゼンゴ,交番,前後交番,愛知警察署前後交番,無し,4701151,,豊明市,232297,豊明市前後町善江1668,前後町善江1668,愛知県/豊明市/前後町/善江/１６６８番地,136.99689,35.05316,5,7
愛知県,愛知警察署,長久手南,ナガクテミナミ,交番,長久手南交番,愛知警察署長久手南交番,無し,4801147,,長久手市,232386,長久手市市が洞1-1408番地,市が洞1-1408番地,愛知県/長久手市/市が洞/一丁目/１４０８番地,137.02782,35.16507,5,7
愛知県,瀬戸警察署,孫田,マゴタ,交番,孫田交番,瀬戸警察署孫田交番,無し,4890066,,瀬戸市,232041,瀬戸市東横山町114-20,東横山町114-20,愛知県/瀬戸市/東横山町/１１４番地,137.07867,35.22634,5,7
愛知県,瀬戸警察署,共栄,キョウエイ,交番,共栄交番,瀬戸警察署共栄交番,無し,4890809,,瀬戸市,232041,瀬戸市共栄通6-2,共栄通6-2,愛知県/瀬戸市/共栄通/六丁目/２番地,137.07115,35.21931,5,7
愛知県,瀬戸警察署,水野,ミズノ,交番,水野交番,瀬戸警察署水野交番,無し,4890902,,瀬戸市,232041,瀬戸市内田町2-87-1,内田町2-87-1,愛知県/瀬戸市/内田町/二丁目/８７番地,137.06953,35.25040,5,7
愛知県,瀬戸警察署,記念橋,キネンバシ,交番,記念橋交番,瀬戸警察署記念橋交番,無し,4890814,,瀬戸市,232041,瀬戸市末広町1-3,末広町1-3,愛知県/瀬戸市/末広町/一丁目/３番地,137.10193,35.22563,5,7
愛知県,瀬戸警察署,品野,シナノ,交番,品野交番,瀬戸警察署品野交番,無し,4801207,,瀬戸市,232041,瀬戸市品野町6-159,品野町6-159,愛知県/瀬戸市/品野町/六丁目/１５９番地,137.12474,35.25113,5,7
愛知県,瀬戸警察署,原山,ハラヤマ,交番,原山交番,瀬戸警察署原山交番,無し,4890861,,瀬戸市,232041,瀬戸市八幡台1-143,八幡台1-143,愛知県/瀬戸市/八幡台/一丁目/１４３番地,137.09380,35.20796,5,7
愛知県,瀬戸警察署,瀬戸口,セトグチ,交番,瀬戸口交番,瀬戸警察署瀬戸口交番,無し,4890941,,瀬戸市,232041,瀬戸市瀬戸口町1-1,瀬戸口町1-1,愛知県/瀬戸市/瀬戸口町/１番地,137.08179,35.20576,5,7
愛知県,春日井警察署,春日井駅前,カスガイエキマエ,交番,春日井駅前交番,春日井警察署春日井駅前交番,無し,4860838,,春日井市,232068,春日井市弥生町字山ノ前5154-18,弥生町字山ノ前5154-18,愛知県/春日井市/弥生町,136.97878,35.23966,5,5
愛知県,春日井警察署,篠木,シノギ,交番,篠木交番,春日井警察署篠木交番,無し,4860851,,春日井市,232068,春日井市篠木町5-1313-8,篠木町5-1313-8,愛知県/春日井市/篠木町/五丁目/１３１３番地,136.98775,35.25615,5,7
愛知県,春日井警察署,神領駅前,ジンリョウエキマエ,交番,神領駅前交番,春日井警察署神領駅前交番,無し,4860821,,春日井市,232068,春日井市神領町2-30-6,神領町2-30-6,愛知県/春日井市/神領町/二丁目/３０番地,137.01004,35.25640,5,7
愛知県,春日井警察署,柏原,カシハラ,交番,柏原交番,春日井警察署柏原交番,無し,4860913,,春日井市,232068,春日井市柏原町5-21-2,柏原町5-21-2,愛知県/春日井市/柏原町/五丁目/２１番地,136.96432,35.24787,5,7
愛知県,春日井警察署,勝川,カチガワ,交番,勝川交番,春日井警察署勝川交番,無し,4860945,,春日井市,232068,春日井市勝川町7-30,勝川町7-30,愛知県/春日井市/勝川町/七丁目/３０番地,136.95480,35.23063,5,7
愛知県,春日井警察署,味美,アジヨシ,交番,味美交番,春日井警察署味美交番,無し,4860958,,春日井市,232068,春日井市西本町1-4-3,西本町1-4-3,愛知県/春日井市/西本町/一丁目/４番,136.93532,35.23509,5,7
愛知県,春日井警察署,松河戸,マツカワド,交番,松河戸交番,春日井警察署松河戸交番,無し,4860932,,春日井市,232068,春日井市松河戸町2008,松河戸町2008,愛知県/春日井市/松河戸町,136.96402,35.22154,5,5
愛知県,春日井警察署,鷹来,タカギ,交番,鷹来交番,春日井警察署鷹来交番,無し,4860809,,春日井市,232068,春日井市町屋町黒福3727-14,町屋町黒福3727-14,愛知県/春日井市/町屋町,136.95732,35.27233,5,5
愛知県,春日井警察署,春日井,カスガイ,交番,春日井交番,春日井警察署春日井交番,無し,4860904,,春日井市,232068,春日井市宮町3-8-1,宮町3-8-1,愛知県/春日井市/宮町/三丁目/８番,136.94542,35.25367,5,7
愛知県,春日井警察署,東野,ヒガシノ,交番,東野交番,春日井警察署東野交番,無し,4860817,,春日井市,232068,春日井市東野町4-12-19,東野町4-12-19,愛知県/春日井市/東野町/四丁目/１２番,136.98540,35.26984,5,7
愛知県,春日井警察署,高蔵寺駅前,コウゾウジエキマエ,交番,高蔵寺駅前交番,春日井警察署高蔵寺駅前交番,無し,4870013,,春日井市,232068,春日井市高蔵寺町3-2-1,高蔵寺町3-2-1,愛知県/春日井市/高蔵寺町/三丁目/２番,137.04207,35.26255,5,7
愛知県,春日井警察署,高蔵寺幹部,コウゾウジカンブ,交番,高蔵寺幹部交番,春日井警察署高蔵寺幹部交番,無し,4870011,,春日井市,232068,春日井市中央台2-1-8,中央台2-1-8,愛知県/春日井市/中央台/二丁目/１番,137.04784,35.28495,5,7
愛知県,春日井警察署,坂下,サカシタ,交番,坂下交番,春日井警察署坂下交番,無し,4800305,,春日井市,232068,春日井市坂下町3-687-3,坂下町3-687-3,愛知県/春日井市/坂下町/三丁目/６８７番地,137.01971,35.29006,5,7
愛知県,小牧警察署,小牧,コマキ,交番,小牧交番,小牧警察署小牧交番,無し,4850041,,小牧市,232190,小牧市大字小牧1867-5,大字小牧1867-5,愛知県/小牧市/小牧/１８６７番地,136.92442,35.28601,5,7
愛知県,小牧警察署,応時,オウジ,交番,応時交番,小牧警察署応時交番,無し,4850023,,小牧市,232190,小牧市大字北外山1195-1,大字北外山1195-1,愛知県/小牧市/北外山/１１９５番地,136.92813,35.27548,5,7
愛知県,小牧警察署,三ツ渕,ミツブチ,交番,三ツ渕交番,小牧警察署三ツ渕交番,無し,4850075,,小牧市,232190,小牧市大字三ツ渕1670-5,大字三ツ渕1670-5,愛知県/小牧市/三ツ渕/１６７０番地,136.89514,35.29195,5,7
愛知県,小牧警察署,小針,オバリ,交番,小針交番,小牧警察署小針交番,無し,4850051,,小牧市,232190,小牧市下小針中島2-158,下小針中島2-158,愛知県/小牧市/下小針中島/二丁目/１５８番地,136.90517,35.26759,5,7
愛知県,小牧警察署,桃花台,トウカダイ,交番,桃花台交番,小牧警察署桃花台交番,無し,4850812,,小牧市,232190,小牧市城山1-1,城山1-1,愛知県/小牧市/城山/一丁目/１番地,136.98468,35.29961,5,7
愛知県,小牧警察署,東田中,ヒガシタナカ,交番,東田中交番,小牧警察署東田中交番,無し,4850826,,小牧市,232190,小牧市大字東田中2155-1,大字東田中2155-1,愛知県/小牧市/東田中/２１５５番地,136.94701,35.30158,5,7
愛知県,小牧警察署,岩崎,イワサキ,交番,岩崎交番,小牧警察署岩崎交番,無し,4850011,,小牧市,232190,小牧市大字岩崎1993,大字岩崎1993,愛知県/小牧市/岩崎/１９９３番地,136.92969,35.30928,5,7
愛知県,西枇杷島警察署,西枇杷島,ニシビワジマ,交番,西枇杷島交番,西枇杷島警察署西枇杷島交番,無し,4520002,,清須市,232335,清須市西枇杷島町花咲60,西枇杷島町花咲60,愛知県/清須市/西枇杷島町花咲/６０番地,136.86574,35.20383,5,7
愛知県,西枇杷島警察署,新川,シンカワ,交番,新川交番,西枇杷島警察署新川交番,無し,4520912,,清須市,232335,清須市須ヶ口駅前1-8,須ヶ口駅前1-8,愛知県/清須市/須ケ口駅前/一丁目/８番地,136.84567,35.19851,5,7
愛知県,西枇杷島警察署,清洲,キヨス,交番,清洲交番,西枇杷島警察署清洲交番,無し,4520942,,清須市,232335,清須市清洲1-6-1,清洲1-6-1,愛知県/清須市/清洲/一丁目/６番,136.83684,35.21673,5,7
愛知県,西枇杷島警察署,春日,ハルヒ,交番,春日交番,西枇杷島警察署春日交番,無し,4520962,,清須市,232335,清須市春日社子地32-2,春日社子地32-2,愛知県/清須市/春日社子地/３２番地,136.84258,35.23655,5,7
愛知県,西枇杷島警察署,沖村,オキムラ,交番,沖村交番,西枇杷島警察署沖村交番,無し,4810043,,北名古屋市,232343,北名古屋市沖村沖浦82-１,沖村沖浦82-１,愛知県/北名古屋市/沖村/沖浦/８２番地,136.86154,35.24141,5,7
愛知県,西枇杷島警察署,西春,ニシハル,交番,西春交番,西枇杷島警察署西春交番,無し,4810032,,北名古屋市,232343,北名古屋市弥勒寺西1-133,弥勒寺西1-133,愛知県/北名古屋市/弥勒寺西/一丁目/１３３番地,136.86649,35.24911,5,7
愛知県,西枇杷島警察署,師勝,シカツ,交番,師勝交番,西枇杷島警察署師勝交番,無し,4810004,,北名古屋市,232343,北名古屋市鹿田合田80,鹿田合田80,愛知県/北名古屋市/鹿田/合田/８０番地,136.88306,35.25070,5,7
愛知県,西枇杷島警察署,高田寺,タカダジ,交番,高田寺交番,西枇杷島警察署高田寺交番,無し,4810011,,北名古屋市,232343,北名古屋市高田寺屋敷435-3,高田寺屋敷435-3,愛知県/北名古屋市/高田寺/屋敷/４３５番地,136.89108,35.24279,5,7
愛知県,西枇杷島警察署,豊山,トヨヤマ,交番,豊山交番,西枇杷島警察署豊山交番,無し,4800202,西春日井郡,豊山町,233421,豊山町大字豊場字高前90,大字豊場字高前90,愛知県/西春日井郡/豊山町/大字豊場/高前/９０番地,136.91365,35.24486,5,7
愛知県,江南警察署,大口,オオグチ,交番,大口交番,江南警察署大口交番,無し,4800145,丹羽郡,大口町,233617,大口町丸1-38,大口町丸1-38,愛知県/丹羽郡/大口町/丸/一丁目/３８番地,136.90338,35.33212,5,7
愛知県,江南警察署,和田,ワダ,交番,和田交番,江南警察署和田交番,無し,4838014,,江南市,232173,江南市和田町川東46-2,和田町川東46-2,愛知県/江南市/和田町川東/４６番地,136.89091,35.36206,5,7
愛知県,江南警察署,江南駅前,コウナンエキマエ,交番,江南駅前交番,江南警察署江南駅前交番,無し,4838213,,江南市,232173,江南市古知野町朝日282,古知野町朝日282,愛知県/江南市/古知野町朝日,136.87138,35.33508,5,5
愛知県,江南警察署,布袋,ホテイ,交番,布袋交番,江南警察署布袋交番,無し,4838157,,江南市,232173,江南市北山町西283-2,北山町西283-2,愛知県/江南市/北山町西/２８３番地,136.87399,35.31780,5,7
愛知県,江南警察署,東野,ヒガシノ,交番,東野交番,江南警察署東野交番,無し,4838427,,江南市,232173,江南市東野町新田139,東野町新田139,愛知県/江南市/東野町新田/１３９番地,136.85307,35.33759,5,7
愛知県,江南警察署,宮田,ミヤタ,交番,宮田交番,江南警察署宮田交番,無し,4838388,,江南市,232173,江南市後飛保町本郷30,後飛保町本郷30,愛知県/江南市/後飛保町本郷/３０番地,136.84647,35.35257,5,7
愛知県,江南警察署,岩倉幹部,イワクラカンブ,交番,岩倉幹部交番,江南警察署岩倉幹部交番,無し,4820023,,岩倉市,232289,岩倉市中央町2-10-1,中央町2-10-1,愛知県/岩倉市/中央町/二丁目/１０番地,136.86714,35.27833,5,7
愛知県,犬山警察署,犬山西部,イヌヤマセイブ,交番,犬山西部交番,犬山警察署犬山西部交番,無し,4840059,,犬山市,232157,犬山市上坂町3-1,上坂町3-1,愛知県/犬山市/上坂町/三丁目/１番地,136.93135,35.37646,5,7
愛知県,犬山警察署,犬山南部,イヌヤマナンブ,交番,犬山南部交番,犬山警察署犬山南部交番,無し,4840902,,犬山市,232157,犬山市追分79-2,追分79-2,愛知県/犬山市/追分/７９番地,136.94881,35.33800,5,7
愛知県,犬山警察署,五郎丸,ゴロウマル,交番,五郎丸交番,犬山警察署五郎丸交番,無し,4840065,,犬山市,232157,犬山市五郎丸東1-69-2,五郎丸東1-69-2,愛知県/犬山市/五郎丸東/一丁目/６９番地,136.95042,35.36648,5,7
愛知県,犬山警察署,柏森,カシワモリ,交番,柏森交番,犬山警察署柏森交番,無し,4800103,丹羽郡,扶桑町,233625,扶桑町大字柏森字辻田738,大字柏森字辻田738,愛知県/丹羽郡/扶桑町/大字柏森/辻田/７３８番地,136.90744,35.35182,5,7
愛知県,一宮警察署,一宮駅前,イチミヤエキマエ,交番,一宮駅前交番,一宮警察署一宮駅前交番,無し,4910858,,一宮市,232033,一宮市栄3-1-2,栄3-1-2,愛知県/一宮市/栄/三丁目/１番,136.79753,35.30264,5,7
愛知県,一宮警察署,八幡,ハチマン,交番,八幡交番,一宮警察署八幡交番,無し,4910904,,一宮市,232033,一宮市神山3-7-22,神山3-7-22,愛知県/一宮市/神山/三丁目/７番,136.78539,35.30458,5,7
愛知県,一宮警察署,大浜,オオハマ,交番,大浜交番,一宮警察署大浜交番,無し,4910035,,一宮市,232033,一宮市大浜2-1-27,大浜2-1-27,愛知県/一宮市/大浜/二丁目/１番,136.81029,35.30886,5,7
愛知県,一宮警察署,今伊勢,イマイセ,交番,今伊勢交番,一宮警察署今伊勢交番,無し,4910051,,一宮市,232033,一宮市今伊勢町馬寄字下町屋72-2,今伊勢町馬寄字下町屋72-2,愛知県/一宮市/今伊勢町馬寄/下町屋/７２番地,136.79015,35.32488,5,7
愛知県,一宮警察署,萩原,ハギワラ,交番,萩原交番,一宮警察署萩原交番,無し,4910353,,一宮市,232033,一宮市萩原町萩原字河原崎18,萩原町萩原字河原崎18,愛知県/一宮市/萩原町萩原/河原崎/１８番地,136.75635,35.28154,5,7
愛知県,一宮警察署,花池,ハナイケ,交番,花池交番,一宮警察署花池交番,無し,4910914,,一宮市,232033,一宮市花池3-11-2,花池3-11-2,愛知県/一宮市/花池/三丁目/１１番,136.79543,35.28751,5,7
愛知県,一宮警察署,丹陽,タンヨウ,交番,丹陽交番,一宮警察署丹陽交番,無し,4910827,,一宮市,232033,一宮市三ツ井4-4-1,三ツ井4-4-1,愛知県/一宮市/三ツ井/四丁目/４番,136.83398,35.27581,5,7
愛知県,一宮警察署,一宮南部,イチミヤナンブ,交番,一宮南部交番,一宮警察署一宮南部交番,無し,4910873,,一宮市,232033,一宮市せんい2-9-9,せんい2-9-9,愛知県/一宮市/せんい/二丁目/９番,136.82372,35.28738,5,7
愛知県,一宮警察署,千秋,チアキ,交番,千秋交番,一宮警察署千秋交番,無し,4910811,,一宮市,232033,一宮市千秋町加納馬場字高須56-2,千秋町加納馬場字高須56-2,愛知県/一宮市/千秋町加納馬場/高須/５６番地,136.86290,35.30685,5,7
愛知県,一宮警察署,時之島,トキノシマ,交番,時之島交番,一宮警察署時之島交番,無し,4910002,,一宮市,232033,一宮市時之島字四ツ辻51-2,時之島字四ツ辻51-2,愛知県/一宮市/時之島/四ツ辻/５１番地,136.83295,35.32420,5,7
愛知県,一宮警察署,浅井,アザイ,交番,浅井交番,一宮警察署浅井交番,無し,4910101,,一宮市,232033,一宮市浅井町尾関字同者2-3,浅井町尾関字同者2-3,愛知県/一宮市/浅井町尾関/同者/２番地,136.82951,35.34952,5,7
愛知県,一宮警察署,葉栗,ハグリ,交番,葉栗交番,一宮警察署葉栗交番,無し,4910121,,一宮市,232033,一宮市島村字郷裏36,島村字郷裏36,愛知県/一宮市/島村/郷裏/３６番地,136.81346,35.34328,5,7
愛知県,一宮警察署,尾西幹部,ビサイカンブ,交番,尾西幹部交番,一宮警察署尾西幹部交番,無し,4940007,,一宮市,232033,一宮市小信中島字郷南33,小信中島字郷南33,愛知県/一宮市/小信中島/郷南/３３番地,136.74716,35.30714,5,7
愛知県,一宮警察署,開明,カイメイ,交番,開明交番,一宮警察署開明交番,無し,4910001,,一宮市,232033,一宮市開明字神明郭43,開明字神明郭43,愛知県/一宮市/開明/神明郭,136.76936,35.31878,5,6
愛知県,一宮警察署,木曽川幹部,キソガワカンブ,交番,木曽川幹部交番,一宮警察署木曽川幹部交番,無し,4930001,,一宮市,232033,一宮市木曽川町黒田字北沼34,木曽川町黒田字北沼34,愛知県/一宮市/木曽川町黒田/北沼/３４番地,136.77466,35.35240,5,7
愛知県,一宮警察署,奥町,オクチョウ,交番,奥町交番,一宮警察署奥町交番,無し,4910201,,一宮市,232033,一宮市奥町字下口西56-1,奥町字下口西56-1,愛知県/一宮市/奥町/下口西/５６番地,136.75627,35.32699,5,7
愛知県,稲沢警察署,国府宮,コウノミヤ,交番,国府宮交番,稲沢警察署国府宮交番,無し,4928137,,稲沢市,232203,稲沢市国府宮2-6-5,国府宮2-6-5,愛知県/稲沢市/国府宮/二丁目/６番,136.80382,35.25323,5,7
愛知県,稲沢警察署,稲沢公園前,イナザワコウエンマエ,交番,稲沢公園前交番,稲沢警察署稲沢公園前交番,無し,4928217,,稲沢市,232203,稲沢市稲沢町下田41,稲沢町下田41,愛知県/稲沢市/稲沢町/下田/４１番地,136.78613,35.24952,5,7
愛知県,稲沢警察署,稲沢駅前,イナザワエキマエ,交番,稲沢駅前交番,稲沢警察署稲沢駅前交番,無し,4928143,,稲沢市,232203,稲沢市駅前2-22-18,駅前2-22-18,愛知県/稲沢市/駅前/二丁目/２２番,136.82152,35.25130,5,7
愛知県,稲沢警察署,下津,オリヅ,交番,下津交番,稲沢警察署下津交番,無し,4928054,,稲沢市,232203,稲沢市下津片町230-7,下津片町230-7,愛知県/稲沢市/下津片町/２３０番地,136.82495,35.25733,5,7
愛知県,稲沢警察署,大里,オオサト,交番,大里交番,稲沢警察署大里交番,無し,4928233,,稲沢市,232203,稲沢市奥田町三十番神7137-1,奥田町三十番神7137-1,愛知県/稲沢市/奥田町/三十番神/７１３７番地,136.81798,35.22663,5,7
愛知県,稲沢警察署,祖父江幹部,ソブエカンブ,交番,祖父江幹部交番,稲沢警察署祖父江幹部交番,無し,4950001,,稲沢市,232203,稲沢市祖父江町祖父江居中190-3,祖父江町祖父江居中190-3,愛知県/稲沢市/祖父江町祖父江/居中/１９０番地,136.71828,35.25627,5,7
愛知県,稲沢警察署,平和,ヘイワ,交番,平和交番,稲沢警察署平和交番,無し,4901311,,稲沢市,232203,稲沢市平和町中三宅宮南47-4,平和町中三宅宮南47-4,愛知県/稲沢市/平和町中三宅/宮南/４７番地,136.75114,35.21737,5,7
愛知県,津島警察署,津島駅前,ツシマエキマエ,交番,津島駅前交番,津島警察署津島駅前交番,無し,4960801,,津島市,232084,津島市藤浪町1-17-1,藤浪町1-17-1,愛知県/津島市/藤浪町/一丁目/１７番地,136.73065,35.17869,5,7
愛知県,津島警察署,天王,テンノウ,交番,天王交番,津島警察署天王交番,無し,4960857,,津島市,232084,津島市南門前町1-8-1,南門前町1-8-1,愛知県/津島市/南門前町/一丁目/８番地,136.71942,35.17634,5,7
愛知県,津島警察署,愛宕,アタゴ,交番,愛宕交番,津島警察署愛宕交番,無し,4960037,,津島市,232084,津島市西愛宕町2-19,西愛宕町2-19,愛知県/津島市/西愛宕町/二丁目/１９番地,136.73222,35.17037,5,7
愛知県,津島警察署,佐屋,サヤ,交番,佐屋交番,津島警察署佐屋交番,無し,4960905,,愛西市,232327,愛西市北一色町四町78,北一色町四町78,愛知県/愛西市/北一色町/四町/７８番地,136.72551,35.14646,5,7
愛知県,津島警察署,佐織,サオリ,交番,佐織交番,津島警察署佐織交番,無し,4968008,,愛西市,232327,愛西市北河田町郷西241-4,北河田町郷西241-4,愛知県/愛西市/北河田町/郷西/２４１番地,136.74249,35.19124,5,7
愛知県,津島警察署,神守,カモリ,交番,神守交番,津島警察署神守交番,無し,4960005,,津島市,232084,津島市神守町字中田面8,神守町字中田面8,愛知県/津島市/神守町/中田面/８番地,136.76857,35.17467,5,7
愛知県,津島警察署,美和,ミワ,交番,美和交番,津島警察署美和交番,無し,4901222,,あま市,232378,あま市木田道下68-1,木田道下68-1,愛知県/あま市/木田/道下/６８番地,136.78824,35.19541,5,7
愛知県,津島警察署,甚目寺幹部,ジモクジカンブ,交番,甚目寺幹部交番,津島警察署甚目寺幹部交番,無し,4901111,,あま市,232378,あま市甚目寺二伴田76-16,甚目寺二伴田76-16,愛知県/あま市/甚目寺/二伴田/７６番地,136.82053,35.19926,5,7
愛知県,津島警察署,甚目寺南,ジモクジミナミ,交番,甚目寺南交番,津島警察署甚目寺南交番,無し,4901116,,あま市,232378,あま市本郷八尻6,本郷八尻6,愛知県/あま市/本郷/八尻/６番地,136.82829,35.18937,5,7
愛知県,津島警察署,大治,オオハル,交番,大治交番,津島警察署大治交番,無し,4901141,海部郡,大治町,234249,大治町大字馬島字大門西7-1,大字馬島字大門西7-1,愛知県/海部郡/大治町/大字馬島/大門西/７番地,136.81967,35.17522,5,7
愛知県,津島警察署,七宝,シッポウ,交番,七宝交番,津島警察署七宝交番,無し,4970002,,あま市,232378,あま市七宝町遠島十坪119-3,七宝町遠島十坪119-3,愛知県/あま市/七宝町遠島/十坪/１１９番地,136.79733,35.18488,5,7
愛知県,蟹江警察署,蟹江,カニエ,交番,蟹江交番,蟹江警察署蟹江交番,無し,4970040,海部郡,蟹江町,234257,蟹江町城1-449,城1-449,愛知県/海部郡/蟹江町/城/一丁目/４４９番地,136.79280,35.13755,5,7
愛知県,蟹江警察署,弥富幹部,ヤトミカンブ,交番,弥富幹部交番,蟹江警察署弥富幹部交番,無し,4980027,,弥富市,232351,弥富市鯏浦町南前新田31-1,鯏浦町南前新田31-1,愛知県/弥富市/鯏浦町/南前新田/３１番地,136.72847,35.11261,5,7
愛知県,蟹江警察署,海部南部,アマナンブ,交番,海部南部交番,蟹江警察署海部南部交番,無し,4901434,海部郡,飛島村,234273,飛島村大字松之郷1-41-1,大字松之郷1-41-1,愛知県/海部郡/飛島村/松之郷/一丁目/４１番地,136.78685,35.08115,5,7
愛知県,蟹江警察署,弥富北,ヤトミキタ,交番,弥富北交番,蟹江警察署弥富北交番,無し,4980011,,弥富市,232351,弥富市荷之上町六十人461-2,荷之上町六十人461-2,愛知県/弥富市/荷之上町/六十人/４６１番地,136.73006,35.12281,5,7
愛知県,半田警察署,東浦,ヒガシウラ,交番,東浦交番,半田警察署東浦交番,無し,4702103,知多郡,東浦町,234427,東浦町大字石浜字中央8-7,大字石浜字中央8-7,愛知県/知多郡/東浦町/大字石浜/中央/８番地,136.96968,34.97325,5,7
愛知県,半田警察署,東浦北部,ヒガシウラホクブ,交番,東浦北部交番,半田警察署東浦北部交番,無し,4702102,知多郡,東浦町,234427,東浦町大字緒川字塩田70,大字緒川字塩田70,愛知県/知多郡/東浦町/大字緒川/塩田,136.96941,34.99004,5,6
愛知県,半田警察署,阿久比,アグイ,交番,阿久比交番,半田警察署阿久比交番,無し,4702213,知多郡,阿久比町,234419,阿久比町大字阿久比字駅前1-12,大字阿久比字駅前1-12,愛知県/知多郡/阿久比町/大字阿久比/駅前一丁目/１２番地,136.91818,34.93182,5,7
愛知県,半田警察署,乙川,オッカワ,交番,乙川交番,半田警察署乙川交番,無し,4750051,,半田市,232050,半田市乙川栄町74,乙川栄町74,愛知県/半田市/乙川栄町/７４番地,136.94214,34.90775,5,7
愛知県,半田警察署,亀崎,カメザキ,交番,亀崎交番,半田警察署亀崎交番,無し,4750024,,半田市,232050,半田市亀崎高根町2-145,亀崎高根町2-145,愛知県/半田市/亀崎高根町/二丁目/１４５番地,136.96019,34.92002,5,7
愛知県,半田警察署,衣浦,キヌウラ,交番,衣浦交番,半田警察署衣浦交番,無し,4750831,,半田市,232050,半田市十一号地1-9,十一号地1-9,愛知県/半田市/十一号地/１番地,136.94322,34.88232,5,7
愛知県,半田警察署,末広,スエヒロ,交番,末広交番,半田警察署末広交番,無し,4750853,,半田市,232050,半田市南末広町27-4,南末広町27-4,愛知県/半田市/南末広町/２７番地,136.92845,34.89360,5,7
愛知県,半田警察署,雁宿,カリヤド,交番,雁宿交番,半田警察署雁宿交番,無し,4750917,,半田市,232050,半田市清城町1-11-16,清城町1-11-16,愛知県/半田市/清城町/一丁目/１１番,136.91455,34.89807,5,7
